round_id,team_id,position,party
688,4,1,Kontra
688,3,2,Re
688,2,3,Re
688,33,4,Kontra
689,4,1,Kontra
689,3,2,Re
689,2,3,Re
689,33,4,Kontra
690,4,1,Re
690,3,2,Kontra
690,2,3,Kontra
690,33,4,Re
691,4,1,Re
691,3,2,Re
691,2,3,Kontra
691,33,4,Kontra
692,1,1,Re
692,5,2,Kontra
692,17,3,Re
692,3,4,Kontra
693,1,1,Re
693,5,2,Kontra
693,17,3,Re
693,3,4,Kontra
694,1,1,Re
694,5,2,Kontra
694,17,3,Kontra
694,3,4,Re
695,1,1,Kontra
695,5,2,Kontra
695,17,3,Re
695,3,4,Re
696,1,1,Kontra
696,5,2,Kontra
696,17,3,Re
696,3,4,Re
697,26,1,Re
697,1,2,Re
697,14,3,Kontra
697,3,4,Kontra
698,26,1,Re
698,1,2,Kontra
698,14,3,Re
698,3,4,Kontra
699,26,1,Kontra
699,1,2,Kontra
699,14,3,Re
699,3,4,Re
700,26,1,Kontra
700,1,2,Kontra
700,14,3,Re
700,3,4,Kontra
701,26,1,Kontra
701,1,2,Re
701,14,3,Kontra
701,3,4,Re
702,2,1,Kontra
702,14,2,Kontra
702,26,3,Kontra
702,3,4,Re
703,2,1,Kontra
703,14,2,Kontra
703,26,3,Re
703,3,4,Re
704,2,1,Re
704,14,2,Kontra
704,26,3,Kontra
704,3,4,Kontra
705,2,1,Kontra
705,14,2,Re
705,26,3,Re
705,3,4,Kontra
706,4,1,Kontra
706,2,2,Re
706,1,3,Re
706,3,4,Kontra
707,4,1,Re
707,2,2,Kontra
707,1,3,Re
707,3,4,Kontra
708,4,1,Kontra
708,2,2,Re
708,1,3,Kontra
708,3,4,Kontra
709,4,1,Kontra
709,2,2,Re
709,25,3,Kontra
709,3,4,Re
710,4,1,Kontra
710,2,2,Kontra
710,25,3,Re
710,3,4,Kontra
711,4,1,Re
711,14,2,Kontra
711,1,3,Re
711,3,4,Kontra
712,4,1,Kontra
712,14,2,Re
712,1,3,Kontra
712,3,4,Re
713,4,1,Kontra
713,14,2,Kontra
713,1,3,Re
713,3,4,Kontra
714,4,1,Re
714,14,2,Kontra
714,1,3,Kontra
714,3,4,Kontra
715,4,1,Kontra
715,14,2,Re
715,1,3,Kontra
715,3,4,Re
716,4,1,Kontra
716,14,2,Re
716,1,3,Kontra
716,3,4,Re
717,4,1,Kontra
717,14,2,Kontra
717,1,3,Re
717,3,4,Re
718,4,1,Kontra
718,14,2,Re
718,1,3,Kontra
718,3,4,Re
719,4,1,Re
719,14,2,Kontra
719,1,3,Kontra
719,3,4,Re
720,4,1,Kontra
720,14,2,Re
720,1,3,Kontra
720,3,4,Re
721,4,1,Kontra
721,14,2,Re
721,1,3,Kontra
721,3,4,Re
722,4,1,Re
722,14,2,Kontra
722,1,3,Kontra
722,3,4,Re
723,4,1,Kontra
723,14,2,Re
723,1,3,Kontra
723,3,4,Re
724,4,1,Kontra
724,14,2,Re
724,1,3,Kontra
724,3,4,Re
725,4,1,Re
725,14,2,Kontra
725,1,3,Re
725,3,4,Kontra
726,2,1,Kontra
726,1,2,Re
726,3,3,Re
726,21,4,Kontra
727,2,1,Re
727,1,2,Kontra
727,3,3,Kontra
727,21,4,Kontra
728,2,1,Kontra
728,1,2,Kontra
728,3,3,Re
728,21,4,Kontra
729,2,1,Re
729,1,2,Kontra
729,3,3,Re
729,21,4,Kontra
730,2,1,Kontra
730,1,2,Kontra
730,3,3,Re
730,21,4,Re
731,26,1,Kontra
731,1,2,Re
731,4,3,Re
731,2,4,Kontra
732,26,1,Re
732,1,2,Re
732,4,3,Kontra
732,2,4,Kontra
733,2,1,Kontra
733,26,2,Re
733,17,3,Kontra
733,21,4,Re
734,2,1,Kontra
734,26,2,Kontra
734,17,3,Re
734,21,4,Re
735,2,1,Re
735,26,2,Kontra
735,17,3,Kontra
735,21,4,Re
736,2,1,Kontra
736,26,2,Re
736,17,3,Re
736,21,4,Kontra
737,2,1,Re
737,26,2,Kontra
737,17,3,Kontra
737,21,4,Kontra
738,2,1,Re
738,26,2,Re
738,17,3,Kontra
738,21,4,Kontra
739,2,1,Re
739,26,2,Re
739,17,3,Kontra
739,21,4,Kontra
740,14,1,Re
740,11,2,Re
740,12,3,Kontra
740,1,4,Kontra
741,17,1,Kontra
741,21,2,Kontra
741,12,3,Re
741,1,4,Re
742,17,1,Kontra
742,21,2,Re
742,12,3,Kontra
742,1,4,Re
743,17,1,Re
743,21,2,Kontra
743,12,3,Kontra
743,1,4,Re
744,17,1,Kontra
744,21,2,Re
744,12,3,Kontra
744,1,4,Kontra
745,17,1,Re
745,21,2,Kontra
745,12,3,Re
745,1,4,Kontra
746,17,1,Kontra
746,21,2,Re
746,12,3,Re
746,1,4,Kontra
747,17,1,Re
747,21,2,Kontra
747,12,3,Kontra
747,1,4,Re
748,2,1,Kontra
748,17,2,Kontra
748,21,3,Re
748,1,4,Re
749,2,1,Kontra
749,17,2,Re
749,21,3,Kontra
749,1,4,Re
750,2,1,Kontra
750,17,2,Kontra
750,21,3,Re
750,1,4,Kontra
751,2,1,Kontra
751,17,2,Kontra
751,21,3,Re
751,1,4,Re
752,2,1,Re
752,17,2,Kontra
752,21,3,Re
752,1,4,Kontra
753,2,1,Re
753,17,2,Re
753,21,3,Kontra
753,1,4,Kontra
754,2,1,Kontra
754,17,2,Kontra
754,21,3,Re
754,1,4,Re
755,2,1,Kontra
755,17,2,Re
755,21,3,Kontra
755,1,4,Kontra
756,2,1,Re
756,17,2,Kontra
756,21,3,Kontra
756,1,4,Re
757,2,1,Kontra
757,17,2,Kontra
757,21,3,Re
757,1,4,Re
758,2,1,Kontra
758,17,2,Kontra
758,21,3,Re
758,1,4,Re
759,2,1,Re
759,17,2,Kontra
759,21,3,Re
759,1,4,Kontra
760,2,1,Kontra
760,17,2,Kontra
760,21,3,Re
760,1,4,Re
761,2,1,Re
761,17,2,Re
761,21,3,Kontra
761,1,4,Kontra
762,2,1,Kontra
762,17,2,Re
762,21,3,Kontra
762,1,4,Re
763,2,1,Kontra
763,14,2,Re
763,33,3,Kontra
763,32,4,Re
764,2,1,Re
764,14,2,Re
764,33,3,Kontra
764,32,4,Kontra
765,2,1,Kontra
765,14,2,Re
765,33,3,Re
765,32,4,Kontra
766,2,1,Re
766,26,2,Kontra
766,33,3,Kontra
766,1,4,Kontra
767,2,1,Kontra
767,26,2,Kontra
767,33,3,Kontra
767,1,4,Re
768,1,1,Kontra
768,11,2,Kontra
768,2,3,Kontra
768,63,4,Re
769,1,1,Re
769,11,2,Kontra
769,2,3,Re
769,63,4,Kontra
770,1,1,Re
770,11,2,Kontra
770,2,3,Kontra
770,63,4,Kontra
771,1,1,Kontra
771,11,2,Re
771,2,3,Re
771,63,4,Re
772,1,1,Kontra
772,11,2,Kontra
772,2,3,Re
772,63,4,Re
773,11,1,Kontra
773,26,2,Re
773,1,3,Kontra
773,2,4,Re
774,11,1,Re
774,26,2,Kontra
774,1,3,Kontra
774,2,4,Re
775,11,1,Re
775,26,2,Kontra
775,1,3,Re
775,2,4,Kontra
776,11,1,Re
776,26,2,Kontra
776,1,3,Re
776,2,4,Kontra
777,11,1,Re
777,26,2,Kontra
777,1,3,Re
777,2,4,Kontra
778,17,1,Re
778,21,2,Kontra
778,2,3,Re
778,1,4,Kontra
779,17,1,Re
779,21,2,Re
779,2,3,Kontra
779,1,4,Kontra
780,17,1,Re
780,21,2,Kontra
780,2,3,Kontra
780,1,4,Re
781,17,1,Re
781,21,2,Kontra
781,2,3,Re
781,1,4,Kontra
782,17,1,Re
782,21,2,Re
782,2,3,Kontra
782,1,4,Kontra
783,17,1,Kontra
783,21,2,Kontra
783,2,3,Kontra
783,1,4,Re
784,21,1,Kontra
784,2,2,Re
784,1,3,Re
784,17,4,Kontra
785,21,1,Re
785,4,2,Kontra
785,26,3,Kontra
785,8,4,Re
786,21,1,Re
786,4,2,Kontra
786,26,3,Kontra
786,8,4,Re
787,21,1,Kontra
787,4,2,Kontra
787,26,3,Re
787,8,4,Kontra
788,21,1,Re
788,4,2,Kontra
788,26,3,Re
788,8,4,Kontra
789,21,1,Re
789,4,2,Kontra
789,26,3,Re
789,8,4,Kontra
790,32,1,Kontra
790,17,2,Kontra
790,21,3,Re
790,4,4,Re
791,32,1,Kontra
791,17,2,Kontra
791,21,3,Kontra
791,4,4,Re
792,32,1,Re
792,17,2,Kontra
792,21,3,Re
792,4,4,Kontra
793,32,1,Re
793,17,2,Kontra
793,21,3,Kontra
793,4,4,Re
794,32,1,Re
794,17,2,Kontra
794,21,3,Kontra
794,4,4,Re
795,32,1,Kontra
795,17,2,Re
795,21,3,Kontra
795,4,4,Kontra
796,32,1,Kontra
796,17,2,Kontra
796,21,3,Re
796,4,4,Kontra
797,32,1,Kontra
797,17,2,Kontra
797,21,3,Re
797,4,4,Re
798,32,1,Kontra
798,17,2,Re
798,21,3,Kontra
798,4,4,Re
799,32,1,Kontra
799,17,2,Kontra
799,21,3,Re
799,4,4,Re
800,32,1,Kontra
800,17,2,Re
800,21,3,Re
800,4,4,Kontra
801,32,1,Kontra
801,17,2,Kontra
801,21,3,Re
801,4,4,Re
802,32,1,Re
802,17,2,Kontra
802,21,3,Re
802,4,4,Kontra
803,1,1,Re
803,48,2,Kontra
803,31,3,Re
803,21,4,Kontra
804,1,1,Kontra
804,48,2,Kontra
804,31,3,Re
804,21,4,Re
805,1,1,Kontra
805,48,2,Re
805,31,3,Kontra
805,21,4,Re
806,1,1,Re
806,48,2,Re
806,31,3,Kontra
806,21,4,Kontra
807,1,1,Kontra
807,48,2,Kontra
807,31,3,Re
807,21,4,Re
808,49,1,Kontra
808,25,2,Re
808,17,3,Kontra
808,21,4,Re
809,46,1,Re
809,67,2,Kontra
809,25,3,Kontra
809,11,4,Kontra
810,4,1,Kontra
810,3,2,Re
810,25,3,Kontra
810,11,4,Re
811,46,1,Re
811,3,2,Re
811,25,3,Kontra
811,11,4,Kontra
812,3,1,Re
812,47,2,Re
812,21,3,Kontra
812,8,4,Kontra
813,3,1,Kontra
813,47,2,Kontra
813,21,3,Re
813,8,4,Kontra
814,3,1,Re
814,47,2,Re
814,21,3,Kontra
814,8,4,Kontra
815,3,1,Kontra
815,47,2,Kontra
815,21,3,Re
815,8,4,Re
816,3,1,Re
816,47,2,Kontra
816,21,3,Kontra
816,8,4,Re
817,3,1,Re
817,47,2,Re
817,21,3,Kontra
817,8,4,Kontra
818,3,1,Re
818,47,2,Kontra
818,21,3,Kontra
818,8,4,Re
819,3,1,Re
819,47,2,Re
819,21,3,Kontra
819,8,4,Kontra
820,3,1,Kontra
820,47,2,Kontra
820,21,3,Kontra
820,8,4,Re
821,3,1,Kontra
821,47,2,Kontra
821,21,3,Re
821,8,4,Re
822,3,1,Kontra
822,47,2,Re
822,21,3,Kontra
822,8,4,Re
823,3,1,Kontra
823,47,2,Re
823,21,3,Re
823,8,4,Kontra
824,3,1,Kontra
824,47,2,Kontra
824,21,3,Re
824,8,4,Re
825,3,1,Kontra
825,47,2,Re
825,21,3,Re
825,8,4,Kontra
826,3,1,Re
826,47,2,Kontra
826,21,3,Kontra
826,8,4,Kontra
827,3,1,Kontra
827,47,2,Re
827,21,3,Kontra
827,8,4,Re
828,3,1,Re
828,47,2,Kontra
828,21,3,Re
828,8,4,Kontra
829,3,1,Kontra
829,26,2,Re
829,21,3,Re
829,8,4,Kontra
830,1,1,Kontra
830,11,2,Kontra
830,4,3,Re
830,2,4,Re
831,1,1,Re
831,11,2,Kontra
831,4,3,Re
831,2,4,Kontra
832,1,1,Kontra
832,11,2,Kontra
832,4,3,Re
832,2,4,Re
833,1,1,Re
833,11,2,Kontra
833,4,3,Kontra
833,2,4,Re
834,1,1,Kontra
834,11,2,Re
834,4,3,Kontra
834,2,4,Re
835,1,1,Re
835,11,2,Kontra
835,4,3,Re
835,2,4,Kontra
836,1,1,Kontra
836,11,2,Re
836,4,3,Re
836,2,4,Kontra
837,1,1,Re
837,11,2,Re
837,4,3,Re
837,2,4,Kontra
838,1,1,Kontra
838,57,2,Kontra
838,4,3,Kontra
838,11,4,Re
839,1,1,Kontra
839,57,2,Re
839,4,3,Kontra
839,11,4,Kontra
840,1,1,Kontra
840,57,2,Re
840,4,3,Re
840,11,4,Kontra
841,1,1,Kontra
841,57,2,Re
841,4,3,Kontra
841,11,4,Re
842,1,1,Kontra
842,57,2,Re
842,4,3,Kontra
842,11,4,Kontra
843,1,1,Kontra
843,57,2,Re
843,4,3,Re
843,11,4,Kontra
844,2,1,Re
844,26,2,Re
844,50,3,Kontra
844,3,4,Kontra
845,2,1,Re
845,26,2,Kontra
845,50,3,Re
845,3,4,Kontra
846,1,1,Re
846,33,2,Kontra
846,2,3,Kontra
846,3,4,Kontra
847,1,1,Kontra
847,33,2,Kontra
847,2,3,Re
847,3,4,Kontra
848,1,1,Re
848,33,2,Re
848,2,3,Kontra
848,3,4,Kontra
849,1,1,Re
849,33,2,Re
849,2,3,Kontra
849,3,4,Kontra
850,1,1,Kontra
850,33,2,Re
850,2,3,Kontra
850,3,4,Re
851,1,1,Re
851,33,2,Re
851,2,3,Kontra
851,3,4,Kontra
852,1,1,Kontra
852,33,2,Kontra
852,2,3,Re
852,3,4,Re
853,1,1,Re
853,34,2,Re
853,33,3,Kontra
853,3,4,Kontra
854,1,1,Kontra
854,34,2,Re
854,33,3,Re
854,3,4,Kontra
855,1,1,Kontra
855,34,2,Re
855,33,3,Kontra
855,3,4,Kontra
856,1,1,Kontra
856,34,2,Kontra
856,33,3,Re
856,3,4,Re
857,1,1,Kontra
857,34,2,Re
857,33,3,Kontra
857,3,4,Re
858,1,1,Kontra
858,34,2,Re
858,33,3,Re
858,3,4,Kontra
859,1,1,Kontra
859,33,2,Re
859,17,3,Kontra
859,3,4,Re
860,1,1,Re
860,33,2,Re
860,17,3,Kontra
860,3,4,Kontra
861,1,1,Re
861,33,2,Re
861,17,3,Kontra
861,3,4,Kontra
862,1,1,Kontra
862,33,2,Re
862,17,3,Re
862,3,4,Kontra
863,1,1,Re
863,33,2,Kontra
863,17,3,Kontra
863,3,4,Re
864,23,1,Kontra
864,11,2,Re
864,68,3,Kontra
864,20,4,Re
865,23,1,Kontra
865,11,2,Re
865,68,3,Re
865,20,4,Kontra
866,23,1,Re
866,11,2,Kontra
866,14,3,Re
866,20,4,Kontra
867,23,1,Re
867,11,2,Re
867,14,3,Kontra
867,20,4,Kontra
868,2,1,Re
868,21,2,Kontra
868,17,3,Kontra
868,32,4,Re
869,2,1,Kontra
869,21,2,Kontra
869,17,3,Kontra
869,32,4,Re
870,2,1,Re
870,21,2,Kontra
870,17,3,Kontra
870,32,4,Kontra
871,2,1,Kontra
871,21,2,Kontra
871,17,3,Re
871,32,4,Re
872,2,1,Re
872,21,2,Kontra
872,17,3,Re
872,32,4,Kontra
873,11,1,Re
873,25,2,Kontra
873,26,3,Kontra
873,2,4,Re
874,11,1,Kontra
874,1,2,Re
874,26,3,Re
874,2,4,Kontra
875,11,1,Kontra
875,1,2,Kontra
875,26,3,Re
875,2,4,Kontra
876,11,1,Kontra
876,1,2,Re
876,26,3,Kontra
876,2,4,Re
877,17,1,Kontra
877,4,2,Re
877,1,3,Re
877,2,4,Kontra
878,11,1,Kontra
878,4,2,Kontra
878,1,3,Re
878,2,4,Re
879,11,1,Re
879,4,2,Kontra
879,1,3,Re
879,2,4,Kontra
880,11,1,Re
880,4,2,Re
880,56,3,Kontra
880,2,4,Kontra
881,11,1,Re
881,4,2,Kontra
881,56,3,Kontra
881,2,4,Re
882,11,1,Kontra
882,4,2,Re
882,1,3,Kontra
882,2,4,Kontra
883,11,1,Kontra
883,4,2,Re
883,1,3,Kontra
883,2,4,Re
884,26,1,Re
884,3,2,Kontra
884,21,3,Re
884,1,4,Kontra
885,12,1,Re
885,49,2,Re
885,11,3,Kontra
885,1,4,Kontra
886,12,1,Kontra
886,49,2,Re
886,11,3,Kontra
886,1,4,Re
887,12,1,Re
887,49,2,Kontra
887,11,3,Kontra
887,1,4,Re
888,12,1,Re
888,49,2,Kontra
888,11,3,Re
888,1,4,Kontra
889,2,1,Kontra
889,1,2,Re
889,26,3,Kontra
889,11,4,Re
890,2,1,Re
890,1,2,Re
890,26,3,Kontra
890,11,4,Kontra
891,2,1,Re
891,1,2,Kontra
891,26,3,Kontra
891,11,4,Kontra
892,14,1,Re
892,1,2,Re
892,33,3,Kontra
892,3,4,Kontra
893,34,1,Re
893,3,2,Re
893,26,3,Kontra
893,21,4,Kontra
894,2,1,Kontra
894,3,2,Re
894,26,3,Kontra
894,11,4,Re
895,34,1,Kontra
895,26,2,Kontra
895,1,3,Re
895,21,4,Re
896,2,1,Kontra
896,1,2,Re
896,21,3,Re
896,17,4,Kontra
897,2,1,Kontra
897,1,2,Kontra
897,21,3,Re
897,17,4,Re
898,2,1,Kontra
898,1,2,Kontra
898,21,3,Re
898,17,4,Kontra
899,14,1,Re
899,26,2,Kontra
899,33,3,Kontra
899,3,4,Re
900,55,1,Kontra
900,32,2,Kontra
900,35,3,Re
900,57,4,Re
901,55,1,Kontra
901,32,2,Re
901,21,3,Kontra
901,57,4,Kontra
902,55,1,Kontra
902,32,2,Re
902,21,3,Re
902,57,4,Kontra
903,2,1,Re
903,13,2,Kontra
903,1,3,Re
903,21,4,Kontra
904,2,1,Kontra
904,13,2,Re
904,1,3,Kontra
904,21,4,Re
905,2,1,Re
905,13,2,Kontra
905,1,3,Kontra
905,21,4,Re
906,2,1,Kontra
906,13,2,Kontra
906,1,3,Re
906,21,4,Kontra
907,2,1,Kontra
907,13,2,Kontra
907,1,3,Re
907,21,4,Re
908,50,1,Re
908,2,2,Re
908,52,3,Kontra
908,6,4,Kontra
909,33,1,Re
909,2,2,Kontra
909,52,3,Kontra
909,6,4,Re
910,33,1,Kontra
910,2,2,Re
910,52,3,Kontra
910,6,4,Kontra
911,21,1,Kontra
911,2,2,Kontra
911,52,3,Re
911,3,4,Kontra
912,21,1,Re
912,2,2,Kontra
912,52,3,Kontra
912,3,4,Re
913,21,1,Re
913,2,2,Kontra
913,52,3,Kontra
913,3,4,Re
914,2,1,Re
914,17,2,Re
914,1,3,Kontra
914,3,4,Kontra
915,2,1,Re
915,17,2,Re
915,1,3,Kontra
915,3,4,Kontra
916,3,1,Kontra
916,52,2,Re
916,1,3,Kontra
916,2,4,Re
917,3,1,Re
917,52,2,Kontra
917,1,3,Re
917,2,4,Kontra
918,17,1,Kontra
918,26,2,Re
918,1,3,Re
918,2,4,Kontra
919,17,1,Kontra
919,26,2,Kontra
919,1,3,Kontra
919,2,4,Re
920,17,1,Re
920,26,2,Kontra
920,1,3,Kontra
920,2,4,Re
921,17,1,Re
921,26,2,Kontra
921,1,3,Kontra
921,2,4,Re
922,2,1,Re
922,1,2,Kontra
922,17,3,Kontra
922,21,4,Re
923,2,1,Re
923,1,2,Re
923,17,3,Kontra
923,21,4,Kontra
924,2,1,Kontra
924,1,2,Kontra
924,17,3,Kontra
924,21,4,Re
925,2,1,Re
925,1,2,Re
925,17,3,Kontra
925,21,4,Kontra
926,17,1,Kontra
926,26,2,Re
926,1,3,Re
926,2,4,Kontra
927,17,1,Kontra
927,26,2,Re
927,1,3,Kontra
927,2,4,Re
928,17,1,Re
928,26,2,Kontra
928,1,3,Re
928,2,4,Kontra
929,17,1,Re
929,26,2,Kontra
929,1,3,Kontra
929,2,4,Kontra
930,14,1,Re
930,1,2,Kontra
930,17,3,Re
930,3,4,Kontra
931,14,1,Kontra
931,1,2,Re
931,17,3,Re
931,3,4,Kontra
932,14,1,Kontra
932,1,2,Kontra
932,17,3,Re
932,3,4,Re
933,14,1,Re
933,1,2,Kontra
933,17,3,Kontra
933,3,4,Kontra
934,50,1,Kontra
934,12,2,Kontra
934,11,3,Re
934,9,4,Re
935,50,1,Kontra
935,12,2,Re
935,11,3,Re
935,9,4,Re
936,50,1,Re
936,12,2,Re
936,11,3,Kontra
936,9,4,Kontra
937,50,1,Re
937,12,2,Re
937,11,3,Kontra
937,9,4,Kontra
938,17,1,Re
938,21,2,Kontra
938,50,3,Re
938,1,4,Kontra
939,17,1,Re
939,21,2,Re
939,14,3,Kontra
939,33,4,Kontra
940,17,1,Re
940,21,2,Kontra
940,14,3,Re
940,33,4,Kontra
941,33,1,Re
941,17,2,Re
941,21,3,Kontra
941,14,4,Kontra
942,2,1,Re
942,3,2,Kontra
942,17,3,Re
942,1,4,Kontra
943,2,1,Re
943,3,2,Kontra
943,17,3,Re
943,1,4,Kontra
944,2,1,Kontra
944,3,2,Re
944,17,3,Kontra
944,1,4,Re
945,2,1,Re
945,3,2,Re
945,17,3,Kontra
945,1,4,Kontra
946,12,1,Kontra
946,20,2,Re
946,11,3,Re
946,25,4,Kontra
947,12,1,Re
947,20,2,Kontra
947,11,3,Kontra
947,25,4,Re
948,17,1,Re
948,1,2,Kontra
948,5,3,Kontra
948,3,4,Re
949,17,1,Kontra
949,1,2,Re
949,5,3,Re
949,3,4,Kontra
950,17,1,Kontra
950,1,2,Kontra
950,5,3,Re
950,3,4,Re
951,17,1,Kontra
951,1,2,Kontra
951,5,3,Re
951,3,4,Re
